고형석,곽정훈,권성훈,김남수,김성재,김성철,김수환,김영민,김용권,김장우,김재하,김태환,남상욱,노종선,문수묵,문승일,문태섭,박남규,박병국,박세웅,백윤흥,서승우,서종모,설승기,신형철,심규석,심병효,심재웅,심형보,양인순,오성회,오정석,유선규,윤성로,윤용태,이경무,이경한,이광복,이병영,이병호,이수연,이신두,이재상,이정우,이종호 (B),이종호 (S),이혁재,전세영,정교민,정덕균,정윤찬,조남익,조동일,차상균,최완,최우석,최진영,하정익,한보형,한승용,홍성수,홍용택,X
http://graphics.snu.ac.kr/~ko,http://aone.snu.ac.kr,http://binel.snu.ac.kr,http://hi.snu.ac.kr/,http://ees.snu.ac.kr,http://maxwell.snu.ac.kr/,http://analog.snu.ac.kr,http://3d.snu.ac.kr/,http://misa.snu.ac.kr/,https://hpcs.snu.ac.kr/~jangwoo,http://mics.snu.ac.kr/jaeha,https://snucad.snu.ac.kr/~tkim,http://ael.snu.ac.kr,http://ccl.snu.ac.kr,https://altair.snu.ac.kr/smoon,https://sites.google.com/view/powerlab,https://mindlab-snu.github.io,http://stargate.snu.ac.kr,http://smdl.snu.ac.kr/,http://netlab.snu.ac.kr,http://sor.snu.ac.kr,http://vi.snu.ac.kr,http://efe.snu.ac.kr,http://eepel.snu.ac.kr/,http://snudrl.snu.ac.kr,http://kdd.snu.ac.kr/~shim,http://islab.snu.ac.kr/,https://jaewoong.org,http://hshim.wordpress.com,http://coregroup.snu.ac.kr/~yang,http://rllab.snu.ac.kr,http://wfl.snu.ac.kr,http://waves.snu.ac.kr,http://ailab.snu.ac.kr/,http://epnel.snu.ac.kr/,http://cv.snu.ac.kr,https://nxc.snu.ac.kr,http://mobile.snu.ac.kr,https://lifeasageek.github.io/,http://oeqelab.snu.ac.kr,https://sites.google.com/view/snu-acelab/home,http://mipd.snu.ac.kr,https://sites.google.com/view/snu-idsl/home,http://cml.snu.ac.kr,http://list.snu.ac.kr,http://smdl.snu.ac.kr,http://capp.snu.ac.kr,https://icl.snu.ac.kr/,http://milab.snu.ac.kr,http://isdl.snu.ac.kr/,http://laser.snu.ac.kr,http://ispl.snu.ac.kr,http://nml.snu.ac.kr/,http://kdb.snu.ac.kr/chask,http://wcisl.snu.ac.kr,https://sites.google.com/view/wschoi,http://pil.snu.ac.kr,http://eecl.snu.ac.kr,http://cvlab.snu.ac.kr/~bhhan,http://asl.snu.ac.kr,http://redwood.snu.ac.kr/,http://axel.snu.ac.kr,X
"컴퓨터 애니메이션 , 디지털액터","퀀텀닷 디스플레이, 유기열전소자, 유기반도체소자, 소자물리","바이오멤스, 나노공정","인공지능, 음성음향신호처리",초미세 전기수력학,"무선통신, 채널, 전력선통신, 레이더, 무선측위, 음향","디지털,아날로그회로설계",3차원 비전,멤스,"컴퓨터 구조, 시스템 설계",집적회로 설계 및 검증,임베디드 시스템 설계,전파공학,부호이론 및 암호이론,"컴파일러, 가상머신, 엣지 컴퓨팅",전력 시스템,"빅데이터, 머신러닝, 인공지능","나노광학, 메타물질",반도체소자 및 집적기술,네트워크 디자인 및 성능분석,"소프트웨어와 시스템의 보안, 보안을 위한 하드웨어, 지능형 보안, AI의 보안","지능형 자동차, 정보보안",의공학,전력전자,반도체 소자 및 회로,데이타마이닝 및 데이터베이스,"신호처리, 이동통신, 머신러닝, 금융공학",컴퓨터 구조 및 시스템,"제어이론, 동적시스템","Stochastic Control, Optimization, Reinforcement Learning",로봇학습,"안테나, RF회로 및 시스템","광학 인공지능, 무질서 및 열린계 파동역학","딥러닝, 빅데이터기반AI, 지능형바이오",전력경제,"컴퓨터 비젼, 영상처리","무선 네트워크, 네트워크 컴퓨팅 융합, 모바일 머신러닝","무선 통신, 통신시스템",시스템 및 소프트웨어 보안,"광학, 광자공학",차세대 박막소자 및 회로 연구실,분자집적물리 및 소자,"OLED, 마이크로 디스플레이, 유기반도체 센서","머신러닝, 통신이론","바이오메디컬 영상법, 바이오메디컬 영상 딥러닝",반도체 재료 및 소자,컴퓨터구조 및 병렬처리,"계산 및 의료 영상, 신호처리 및 머신러닝","머신러닝, 딥 러닝, 자연어 처리",집적시스템설계,Laser Engineering and Applications,"디지털신호, 영상/비디오",초미세전기기계시스템(MEMS),In-Memory Database Systems,"무선통신, 기계학습, 신호처리, 정보이론",집적회로 및 시스템 설계,영상패턴 학습 및 인식,전력 전자 및 전기에너지 변환,"Computer Vision, Machine Learning, Deep Learning",초전도 응용 기기,"실시간시스템, 미들웨어",유연성/신축성 전자 소자 및 회로,X
